response	Responder	Responder	Responder	Responder	Responder	Responder	Nonresponder	Nonresponder	Nonresponder	Nonresponder	Nonresponder	Nonresponder
sample	F0098	F0130	F0177	H0086	H0148	H0479	F0066	F0155	F0056	F0100	H0054	H0063
K00385	2576.41	  65.66	 660.02	 122.32	  55.50	 516.16	  47.75	 832.91	  34.25	 180.66	 896.25	  56.50
K00389	29.39	 7.92	 3.43	58.50	24.89	 5.14	 3.25	 0.00	30.21	 0.00	 1.08	 0.00
K00390	  24.50	  74.45	1204.46	 114.27	  88.97	  19.08	  76.58	 110.47	  83.96	  98.99	 138.08	 372.25
K00392	0.0	2.5	0.0	0.0	0.0	8.5	0.0	0.0	0.0	0.0	1.0	0.0
K00394	 8.00	 5.00	42.33	16.00	 1.00	 4.00	 4.00	 3.00	 3.00	 1.00	14.00	 0.00
K00395	 8.00	 5.00	42.33	16.00	 1.00	 4.00	 4.00	 3.00	 3.00	 1.00	14.00	 0.00
K00404	0	0	0	0	0	0	0	0	0	0	0	0
K00405	0	0	0	0	0	0	0	0	0	0	0	0
K00406	0	9	0	0	0	0	1	0	0	0	0	0
K00407	0	0	0	0	0	0	0	0	0	0	0	0
K00410	0	0	0	0	0	0	0	0	0	0	0	0
K00411	0	0	0	0	0	0	0	0	0	0	0	1
K00412	0	0	0	0	0	0	0	0	0	0	0	1
K00413	0	0	0	0	0	0	0	0	0	0	0	1
K00423	0	0	0	0	0	0	0	0	0	0	0	0
K00425	 292.40	 465.68	 255.86	 888.21	 373.36	 148.65	 236.33	 536.81	 407.67	1147.25	  34.66	 351.00
K00426	 261.40	 462.68	 240.86	 832.21	 340.36	 148.65	 236.33	 535.81	 403.67	1147.25	  33.66	 351.00
K00427	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K00428	 26.51	 68.46	168.43	 67.38	  6.14	  7.14	 16.58	 24.76	 51.46	  3.00	  4.28	 10.17
K00432	1408.05	1189.96	1535.26	1093.25	 522.64	1442.54	1548.25	1531.52	 820.44	1257.92	 983.13	2189.58
K00433	1127.72	 159.67	 710.06	 213.40	  48.55	 525.35	 175.75	1011.80	 887.55	  35.40	1308.75	  65.30
K00436	0	0	0	0	0	0	0	0	0	0	0	0
K00437	4	0	0	0	0	2	0	1	1	0	7	0
K00441	30.25	 3.75	 0.00	58.75	24.00	 0.00	 1.25	 2.25	 2.50	 0.00	 0.00	 0.25
K00446	0	0	0	0	0	0	0	0	0	0	0	0
K00448	0	0	0	0	0	0	0	0	0	0	0	0
K00449	0	0	0	0	0	0	0	0	0	0	0	0
K00450	142.00	298.00	142.00	115.00	427.00	133.25	131.00	 44.00	126.00	 41.00	115.00	 43.00
K00451	0	9	0	0	0	0	0	0	0	0	0	0
K00453	0	9	0	0	0	0	0	0	0	0	0	0
K00455	 0.14	 0.00	 3.43	 0.00	 0.89	 4.14	 0.00	 0.00	29.21	 0.00	 0.28	 0.00
K00456	0	0	0	0	0	0	0	0	0	0	0	0
K00457	0	9	0	0	0	0	0	0	0	0	0	0
K00459	21.00	 8.40	 4.00	50.00	 1.50	 3.25	 1.50	 4.00	12.00	 0.00	 2.00	16.00
K00466	0	0	0	0	0	0	0	0	0	0	0	0
K00472	0	0	0	0	0	0	0	0	0	0	0	0
K00479	0	0	0	0	0	0	0	0	0	0	0	0
K00480	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00
K00481	0	0	0	0	0	0	0	0	0	0	0	0
K00483	 5.80	16.66	51.45	 9.32	 3.89	 6.80	 0.00	18.66	40.21	98.66	48.28	11.00
K00484	 0.14	 0.00	 3.43	 0.00	 0.89	 4.14	 0.00	 0.00	29.21	 0.00	 0.28	 0.00
K00486	0	9	0	0	0	0	0	0	0	0	0	0
K00491	0	0	0	0	0	0	0	0	0	0	0	0
K00496	0	0	0	0	0	0	0	0	0	0	0	0
K00500	0	0	0	0	0	0	0	0	0	0	0	0
K00505	0	0	0	0	0	0	0	0	0	0	0	0
K00507	0	0	0	0	0	0	0	0	0	0	0	0
K00508	0.0	9.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0
K00510	775	  2	  3	  0	  2	  2	  0	  2	  2	  1	  0	  1
K00517	2	2	1	0	0	0	0	2	0	1	0	1
K00520	0	0	0	0	0	0	0	0	0	0	0	0
K00523	20.0	 5.5	 2.0	50.0	 0.0	 0.0	 0.0	 3.0	12.0	 0.0	 2.0	 8.0
K00525	2147.86	2359.32	3456.26	3093.77	1995.66	2549.08	1398.33	3063.46	2874.28	2815.15	3137.66	1249.63
K00526	1520.49	 403.41	2130.43	 694.56	 852.83	 915.13	 442.58	1261.48	1282.79	1006.40	2201.08	 716.46
K00527	6256.29	6000.08	7849.35	5860.84	4738.77	6778.93	5348.58	9738.22	6766.90	6744.31	7621.25	4095.05
K00528	2893.09	4000.94	3656.10	3488.79	2790.97	3874.22	3531.25	3977.26	3332.54	3130.83	2605.08	2752.17
K00529	 0.14	 7.00	 3.43	 0.00	 7.64	 4.39	 1.00	 1.00	28.96	 1.00	 0.28	 1.00
K00532	358.00	 27.00	316.00	  9.00	615.25	166.75	 23.00	355.25	 19.25	 62.00	813.75	 38.50
K00533	114.00	 50.00	147.33	 94.00	 53.00	 18.00	157.00	 85.00	 67.00	 19.00	 64.00	 52.00
K00534	4	0	0	0	0	2	0	1	1	0	7	0
K00537	2864.56	3174.67	3688.53	2942.54	2395.78	3484.78	3071.41	4075.94	3461.99	3072.75	2599.50	2671.50
K00547	257.97	467.00	189.06	163.40	 84.80	170.77	188.67	130.13	363.29	144.40	 68.13	 95.47
K00548	3656.09	4913.58	4558.60	5087.54	3280.72	6766.42	4501.33	5463.06	6080.71	4799.58	2785.33	3569.67
K00549	 588.77	1025.75	2271.16	 250.40	1744.19	2086.25	 773.33	2942.56	1178.00	 366.07	5035.55	 215.88
K00554	3280.72	4421.57	3983.00	4190.27	3109.52	4118.69	3788.83	4491.96	3887.99	4246.65	2658.33	3107.30
K00556	 21.14	 92.84	  3.43	204.83	 45.72	  7.39	 31.50	  7.67	 49.21	 91.00	 11.08	 23.50
K00557	 1.14	 5.67	 6.43	 0.00	 0.89	 5.06	 0.00	 0.33	30.21	 0.00	 1.08	 0.00
K00558	3958.77	7271.97	7689.49	6769.90	5544.77	7966.76	6708.41	5045.22	5208.08	8158.07	2216.08	5981.05
K00560	1910.97	2835.97	1759.00	3126.77	2130.52	3165.74	1967.08	3686.41	3506.07	3309.15	2283.58	 835.13
K00561	137.25	419.00	280.00	 14.50	 17.50	 13.00	262.25	 44.00	  6.00	  2.25	 78.00	 76.25
K00563	1365.52	1596.66	2912.16	1155.90	1609.94	1212.16	1881.08	3001.40	1302.17	 555.07	2366.75	2316.13
K00564	 372.52	 554.83	 789.99	  96.40	 674.94	 459.91	 281.58	2199.90	 955.67	   3.07	2022.25	 109.13
K00566	3863.72	5071.34	4329.00	5732.85	3692.35	4147.94	4355.33	5544.63	4472.99	6996.65	2699.33	3944.55
K00567	2968.22	3538.07	3457.17	3258.27	2500.52	3202.99	2912.83	3997.66	3402.32	3662.15	2619.83	2851.80
K00568	  6.14	 37.07	  3.43	127.50	  5.39	  4.39	 12.50	  2.00	 29.21	 78.00	 11.08	  8.50
K00569	0	0	0	0	0	0	0	0	0	0	0	0
K00571	1972.24	2708.36	3730.10	2429.06	1660.83	2679.58	2179.83	3368.03	2383.04	2689.40	2676.40	2929.46
K00573	 32.14	157.67	  3.43	130.00	185.89	  6.39	 34.00	 61.00	 34.21	425.00	 11.08	  7.00
K00574	 977.72	 225.40	 382.77	 426.66	  99.14	1108.47	 265.00	 305.33	1183.79	 277.33	  68.08	  85.75
K00575	 793.05	2353.06	 721.78	1885.32	1340.14	 777.30	1330.25	 730.16	 519.96	1233.16	 337.83	 574.50
K00584	0	0	0	0	0	4	0	0	0	0	1	0
K00588	0.00	0.00	0.00	0.00	0.00	0.75	0.00	0.00	0.00	0.00	0.00	1.00
K00590	5	0	0	0	0	0	0	0	0	2	0	0
K00595	1116.03	2500.02	1321.35	2740.70	1850.58	3218.91	2234.75	2295.59	2810.25	4220.16	 453.00	 777.17
K00598	11.14	 6.00	 3.43	 3.00	 7.39	 7.39	 7.00	 9.25	33.96	 3.00	 9.78	 0.00
K00600	3332.05	4412.50	4104.01	4027.93	3112.52	3991.27	3772.83	4698.29	3662.32	4231.98	2700.33	3111.80
K00602	3708.59	4765.91	4214.00	4787.57	4007.52	4153.64	3993.58	5096.27	4172.07	5242.40	3390.83	3416.55
K00603	 395.87	 403.97	 311.00	 735.80	 311.75	 187.42	 246.08	 632.43	 328.66	1270.42	  77.92	 342.25
K00604	3213.97	4416.72	3987.33	4121.52	3105.52	4133.69	3780.58	4576.21	3888.82	4196.65	2632.33	3105.05
K00605	 324.42	1185.24	 498.45	1145.53	 609.97	  85.55	 339.33	 767.84	 362.29	1388.41	 127.08	 388.50
K00606	1966.01	2424.58	1030.93	2540.21	1437.22	1257.34	1945.33	 950.48	 929.71	2190.25	 189.58	2024.42
K00609	3199.72	4413.97	3948.00	4080.77	3095.52	4128.69	3784.33	4487.96	3874.32	4185.65	2624.33	3092.80
K00610	1691.09	2909.34	1188.77	2662.04	1435.97	2639.92	2056.50	1665.31	2446.62	3597.08	 289.08	 797.00
K00611	3820.44	4129.40	3175.50	3387.22	2761.27	4302.74	4158.66	4406.72	3648.58	3135.90	2693.30	3843.13
K00612	11	 0	29	 0	 1	 0	 4	 2	 2	 3	 0	 0
K00613	  9.5	 23.5	 16.0	  2.0	 14.5	214.0	  1.0	 17.0	 22.5	 10.0	  2.0	  0.5
K00615	10013.50	11972.85	12073.85	11663.21	 8520.41	13347.63	10535.67	19311.26	11845.19	12500.45	 8472.67	 7276.14
K00616	3702.90	2921.91	3859.03	3220.12	2289.61	3719.28	2722.50	3276.59	2918.57	3669.58	2807.74	2567.59
K00619	 42.0	114.0	  0.0	  1.0	 27.5	 11.0	 29.5	 11.0	  1.0	  0.0	 16.0	  1.0
K00620	2857.55	3912.00	2477.07	3209.89	2637.30	3945.93	3422.58	3882.38	3358.96	3057.73	2520.67	2353.80
K00625	2753.16	3325.08	2296.58	3373.43	2312.38	3103.13	2789.41	3511.54	2983.54	3510.48	 592.17	2008.13
K00626	2405.21	2889.79	1483.97	2605.64	1843.14	1230.88	2343.75	3558.65	 971.21	2488.32	 517.63	1920.00
K00627	384.60	318.66	353.67	226.39	167.69	118.49	 98.66	177.23	201.00	531.40	143.75	 77.13
K00631	 1.14	 5.67	 6.43	 0.00	 0.89	 4.39	 0.00	 0.00	30.21	 0.00	 1.08	 0.00
K00632	 58.28	 26.67	 28.86	 18.00	 63.78	 12.78	  9.00	 50.00	 64.42	174.00	 24.16	 32.00
K00633	 474.09	 391.37	1508.44	 839.21	 387.89	 845.22	 579.00	2010.59	 796.54	2007.83	2163.08	 360.17
K00634	1353.58	 422.85	 212.01	 921.24	 372.33	 330.33	 297.75	 562.25	 333.00	1347.08	  96.50	 392.08
K00638	  7	 28	 88	  4	  3	 34	  4	128	 10	 38	 27	  5
K00639	 461.26	 661.00	 281.43	1426.04	 462.30	  77.14	 439.33	 708.60	 643.79	1905.25	  34.08	 591.25
K00640	4276.09	4829.71	4051.00	4517.16	4285.69	4201.89	3874.41	6450.35	3835.92	5540.65	3384.00	3146.97
K00641	 23.00	167.40	  6.00	204.83	 47.00	 15.50	 58.33	  5.00	 25.00	 96.00	  4.00	 22.50
K00643	0	0	0	0	0	0	0	0	0	0	0	1
K00645	3331.72	4417.74	4052.00	4176.10	3102.85	4098.77	3786.33	3382.30	3881.66	4210.65	2680.33	3108.80
K00647	 333.64	 192.77	  12.43	1018.00	 143.39	   6.79	 319.00	 237.10	 545.21	1432.50	  11.88	 601.00
K00648	3365.67	4577.06	3957.51	4775.47	3231.76	3683.52	3831.16	3292.25	3926.74	4649.90	2644.33	3105.05
K00651	3203.72	4208.33	3894.00	3803.61	3030.19	4050.19	3684.33	4479.29	3873.00	4085.65	2643.00	3055.63
K00652	 545.52	 681.27	 372.86	1168.51	 541.11	 148.28	 411.33	1003.94	 646.42	2094.50	  43.11	 612.09
K00655	5516.80	5533.90	5885.17	5143.77	3677.19	6721.02	4698.58	4361.87	5644.57	6143.98	2988.58	3706.97
K00656	 6775.17	 7778.29	 9828.64	 7129.56	 6390.94	 7901.52	 7387.08	11836.38	 9041.04	 7371.31	 8814.31	 6264.22
K00657	1277.00	 577.50	 504.77	1121.54	1066.22	 218.67	 489.08	 695.98	 375.62	2584.75	 803.58	 413.83
K00658	 97.76	156.51	228.43	221.13	 59.14	 28.64	 28.83	338.01	 78.96	 52.25	 22.08	 28.42
K00661	2252.63	4210.87	4940.02	4364.34	3891.77	5413.35	3311.57	4708.04	5526.50	5184.56	4669.00	2097.22
K00662	  40.00	  30.00	  87.33	   8.00	  41.00	  41.00	  16.00	1327.00	  12.00	   1.00	   9.00	   7.00
K00666	 308.25	 396.40	 391.46	 644.11	 447.72	 173.13	 683.00	 750.67	 366.46	1207.24	 100.78	 378.92
K00673	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K00674	1382.27	 674.50	 819.66	 612.73	 739.77	 739.91	 369.83	2235.82	1093.75	 160.07	2058.50	 172.13
K00675	  2.14	 21.00	193.43	  0.00	 10.64	 10.89	  9.00	331.25	 31.21	 45.00	 43.58	  9.00
K00677	 480.38	 898.09	 374.43	1444.59	 600.05	  31.54	 476.00	1032.96	 674.70	2185.50	  29.41	 661.17
K00680	1890.62	1011.62	 917.99	 698.88	1120.75	 595.67	1045.50	1016.34	 230.58	 866.00	 944.50	1602.50
K00681	 308.89	  69.90	 113.43	 110.00	  85.64	 151.89	  25.75	1368.00	  52.46	  67.00	  87.43	  44.50
K00684	 971.14	 228.67	   5.43	 519.33	 256.89	   9.59	 185.83	 177.30	 291.21	1044.50	  16.08	 298.00
K00685	20	 4	 2	50	 0	 0	 0	 3	12	 0	 2	 8
K00686	1	2	0	0	1	0	1	1	0	0	0	0
K00687	 65.13	 69.16	118.23	  1.40	 11.80	 78.10	  0.33	 14.57	137.46	  3.07	  8.67	  6.13
K00688	5933.41	6494.42	6667.00	6284.75	4393.13	6833.68	6744.66	6261.25	6593.84	7539.38	3214.00	5833.43
K00689	117.94	103.67	195.46	  2.80	 15.60	 74.20	  0.00	  3.60	324.93	  2.80	  6.67	  7.60
K00690	 999.64	 671.16	1587.93	 695.00	 249.39	1309.06	 590.33	 801.17	1394.12	1433.67	 183.28	 505.33
K00691	102.25	168.25	 48.00	179.50	234.00	 30.75	 39.25	373.00	 93.00	429.00	 12.00	 17.00
K00692	2	1	0	0	0	5	0	0	0	0	0	0
K00694	81.14	 4.00	35.43	50.00	 4.39	 5.39	 4.00	 7.00	57.46	 3.00	 4.68	 8.00
K00697	 0.14	 0.50	 3.43	 0.00	 0.89	 6.89	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K00700	5152.55	4890.40	6483.51	5422.43	3983.77	6196.52	6083.66	5372.04	5488.50	6171.48	2994.50	5204.13
K00702	 821.00	 300.00	 572.83	 349.00	 359.00	  32.20	1161.00	 354.30	 154.50	 496.00	 116.50	1536.50
K00703	4091.22	4742.57	4056.50	4071.44	3138.02	3925.69	4343.33	4471.46	4396.17	4172.15	2635.50	3181.13
K00705	3421.30	4305.23	6493.01	4630.60	3552.44	5405.44	4393.66	5086.45	5200.58	5660.48	2902.50	3871.88
K00712	23.50	13.83	85.50	 2.00	44.00	 8.67	 0.33	12.17	19.16	 0.67	10.67	 0.33
K00720	13.50	 6.83	 9.00	 0.00	 0.00	 8.92	 0.33	 4.67	 1.33	 0.67	 5.00	 0.33
K00721	 660.07	1145.55	 821.51	1544.01	 914.83	1303.03	1146.17	 835.07	1730.99	1965.08	 114.33	 496.26
K00728	0	0	0	0	0	4	0	0	0	0	1	0
K00737	 0	17	 7	27	 0	 5	11	11	 3	 6	 0	 1
K00748	 338.76	 556.48	 207.43	 978.21	 383.97	  25.34	 274.00	 525.98	 386.95	1139.75	  19.41	 350.17
K00752	49	38	29	 0	24	18	 6	12	 2	 3	 2	 0
K00754	 872.00	 109.00	 148.33	 246.33	  96.00	1161.50	  63.33	 277.00	 172.00	 648.00	   2.00	  28.00
K00756	2421.71	2639.39	2877.07	1819.06	1877.55	1527.60	2434.33	1705.48	1587.71	1594.40	2400.42	2550.63
K00757	1110.09	1697.51	2515.94	2494.54	1298.97	2027.92	1645.67	3205.31	2127.28	4089.08	 464.41	 954.67
K00758	 2.14	 5.00	 5.43	 2.00	 0.89	16.39	 0.00	 0.00	34.21	 1.00	 2.08	 0.00
K00759	3083.60	3713.36	3769.00	3706.06	2437.94	3254.94	3504.00	3842.03	3335.07	3463.15	2473.83	2980.13
K00760	4191.47	4403.57	3564.00	4173.77	3119.02	3997.44	3826.08	3950.21	3882.90	4196.65	1923.58	3125.30
K00761	3279.89	4410.57	3983.33	4108.44	3108.52	4133.19	3784.00	4491.96	3891.82	4178.65	2657.33	3104.80
K00762	3976.05	5391.90	5044.51	5586.43	3809.02	6914.02	5178.83	5536.29	5774.32	6691.98	2875.33	3483.30
K00763	3118.60	4228.86	4115.00	3507.14	3008.27	4144.24	3603.00	4557.90	3609.40	3501.15	2667.33	2790.88
K00764	4546.92	5995.81	5841.51	5668.81	4671.35	6996.72	5558.58	8477.77	6573.07	6881.23	4937.33	3785.97
K00765	3010.34	4016.08	3761.77	3837.87	2889.97	3581.42	3621.58	4438.56	3426.12	4107.08	2599.75	3021.17
K00766	2899.33	2540.65	2454.07	2800.44	1809.63	3314.88	2907.58	2706.88	3244.04	3471.15	2372.17	2244.05
K00767	2732.84	3385.51	2332.77	3398.37	1886.47	3696.42	3049.58	2836.56	2765.04	3435.08	1754.33	2568.50
K00768	2698.34	3219.51	2814.27	3564.12	2163.97	2831.17	3116.42	2094.56	2715.69	3673.83	 580.99	2625.76
K00769	 35.14	 11.74	  6.43	 57.33	 25.22	  4.39	  0.00	302.67	 40.21	  0.00	  3.08	  4.00
K00772	 89.33	633.33	 41.01	360.66	195.00	 19.33	 67.67	 23.33	 53.99	 42.33	 33.33	 40.67
K00773	3306.72	4412.57	4042.00	4170.77	3126.52	4128.69	3785.33	4594.96	3817.32	4196.65	2669.33	3103.80
K00782	167.76	245.51	194.43	590.30	104.89	 27.34	201.50	154.31	336.71	713.75	 18.28	324.92
K00783	3277.72	4605.67	4070.00	4134.27	3524.02	4090.69	3863.33	4594.96	3846.32	4217.65	2706.33	3132.30
K00784	3788.42	3406.87	3722.51	3438.48	2088.52	4994.77	3467.08	3588.55	5174.42	4433.48	1917.00	2740.63
K00785	0.00	5.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
K00786	 90.97	100.33	193.06	  8.40	 19.80	146.77	  9.83	127.97	143.96	 24.57	 28.17	 10.13
K00788	4334.28	5107.91	3587.27	5674.42	4185.22	5629.65	5287.25	5354.50	4699.20	5692.83	2708.91	4643.84
K00789	3592.47	4686.57	4310.33	4299.77	3334.27	4343.44	3893.08	4908.96	3915.57	5355.65	2811.08	3181.63
K00790	5611.43	6518.06	6875.90	6227.83	4368.07	6061.87	5996.41	5865.86	5446.53	5049.05	3162.75	5462.43
K00791	3492.84	4763.08	4248.00	4693.15	3375.60	4146.39	3987.33	5105.94	4176.07	5242.40	2685.33	3419.80
K00793	2680.84	2592.41	1518.94	3065.87	1523.97	2167.92	2743.25	1218.56	2325.03	3036.08	 373.66	2208.17
K00794	2670.09	2599.41	1473.94	3010.87	2059.72	2162.92	2742.50	1205.56	2325.03	3051.08	1043.16	2222.17
K00795	 34.14	 58.17	488.43	 59.00	 22.89	326.39	  1.00	655.00	 48.21	  1.00	769.08	 16.00
K00796	2439.47	2493.57	1613.17	2844.27	1539.77	2795.69	2550.08	1660.96	2558.32	3046.65	 396.83	2147.80
K00797	1680.71	2222.89	3193.28	2164.32	1248.14	2995.13	2422.92	2460.26	2013.45	2836.66	1783.16	2402.17
K00798	 435.37	 472.41	 248.00	 818.21	 341.58	 155.75	 260.75	 543.43	 355.99	1142.75	  56.58	 349.67
K00799	 0.42	 5.00	10.29	10.00	 2.67	13.17	 0.00	 0.00	87.63	 0.00	 4.84	 1.00
K00800	3323.72	4408.57	3975.00	4114.77	3105.52	4111.52	3784.33	4514.63	3883.99	4260.65	2668.33	3109.80
K00801	1.00	0.00	0.00	1.33	0.00	0.00	0.33	0.00	0.00	3.00	0.00	0.00
K00803	 1.0	 3.0	 5.0	 0.0	 0.0	 4.5	 3.0	11.0	 1.0	 0.0	 4.0	 0.0
K00805	2212.83	3924.23	3717.34	3056.66	2811.25	3875.50	3505.00	3986.41	3144.08	3025.83	2635.25	2757.00
K00806	4240.80	4425.90	4097.01	4230.43	3133.27	4293.27	3828.08	4614.29	3906.57	4243.98	2712.08	3138.30
K00808	0	1	0	5	0	0	0	0	0	0	0	0
K00809	 2	18	 0	 7	 6	 0	 1	 4	 0	 0	 0	 3
K00812	1898.49	2083.82	 932.83	2547.59	1271.41	 614.90	 847.08	1208.96	 670.25	2492.50	 212.75	 814.50
K00813	  78.14	 411.67	 111.43	   5.00	  47.89	  39.39	 241.00	1345.00	  33.21	   0.00	  41.08	  73.00
K00817	3288.84	4555.30	3926.77	4324.45	3303.80	4018.67	3791.58	4678.23	3665.37	4698.58	2679.50	3114.25
K00818	 335.09	 599.68	 313.73	1031.11	 365.38	 327.80	 286.83	 536.28	 619.21	1175.65	  40.17	 372.97
K00819	126.12	 97.61	  0.00	354.88	  2.58	  3.00	150.50	 99.93	 13.25	604.50	  4.00	247.17
K00820	4990.60	4403.78	4250.00	4299.89	3243.77	4147.64	4023.00	4808.00	3896.07	4237.65	2706.33	3157.05
K00821	2776.72	3762.00	2471.77	3074.99	2619.89	3553.22	3393.58	3960.58	3068.71	3045.33	2528.08	2356.00
K00822	0	0	0	0	0	0	0	0	0	0	0	0
K00823	146.89	  6.50	 28.43	 18.00	  7.39	125.14	  6.75	 28.25	 38.46	  5.00	 22.33	 24.50
K00824	 977.33	  75.33	 231.01	  42.66	  84.00	  19.33	  34.67	1404.33	  53.99	 112.33	 104.33	  23.67
K00826	4014.72	4368.54	3933.00	4157.10	3073.85	4099.69	3790.66	4455.63	3839.33	4176.65	2658.00	3090.13
K00830	0.0	1.4	0.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	6.0	0.0
K00831	3105.81	3678.51	3892.00	3713.44	2899.52	3886.52	3627.42	4470.11	3846.58	4177.98	2607.91	3046.47
K00832	 274.89	 453.50	 110.43	  96.00	  84.39	 187.89	 260.42	1367.25	 161.45	   0.00	  67.66	 113.17
K00833	 531.63	 456.62	 223.43	1070.17	 353.30	 179.14	 409.75	 625.11	 614.45	1670.25	  47.16	 611.09
K00835	 1.14	 0.00	 3.43	 1.33	 0.89	 4.39	 0.33	 0.00	29.21	 3.00	 1.08	 0.00
K00836	 57.0	149.0	141.0	 12.0	183.0	447.0	 29.0	  0.0	  0.0	  0.0	  2.8	 24.0
K00839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.8	2.0
K00840	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K00841	119.13	121.16	218.23	153.90	114.80	217.27	 40.83	 26.90	523.96	 62.07	 33.67	 33.13
K00842	5.00	1.00	1.00	0.00	5.00	1.75	0.00	0.00	0.00	2.00	0.00	0.00
K00844	  4.50	 43.97	196.00	 56.92	  5.00	  3.75	 17.50	 23.25	 18.50	  3.25	  2.00	  6.42
K00845	5663.55	6332.64	6706.01	5867.01	4511.35	4934.77	4883.99	7820.46	5047.00	7883.23	4295.00	4050.55
K00847	4884.93	4161.93	4360.44	4565.78	3268.16	3961.11	4084.66	4164.36	4161.71	6683.23	2699.53	3432.55
K00848	1694.75	1408.88	1735.79	1641.28	1241.89	1867.58	1243.00	2423.55	2139.46	3324.99	1772.58	 528.75
K00849	2939.97	3368.17	4032.00	3319.77	2695.52	3767.77	3572.41	4685.88	3796.25	4224.15	2565.25	2999.13
K00850	 9473.82	12029.48	13208.89	11034.77	 8723.68	13397.92	11719.66	13534.04	13107.74	14288.38	11457.33	 9235.47
K00851	  8.28	 36.17	101.86	  5.00	 30.53	 50.03	  3.00	115.00	 70.50	 26.00	 30.36	 11.00
K00852	1995.58	3385.98	2661.30	2864.94	2039.14	3429.96	2095.17	2696.08	2622.86	2853.82	1395.16	 837.09
K00853	 44.14	224.50	165.43	307.00	220.39	 12.39	 57.00	275.00	 35.21	592.00	 33.08	 47.00
K00854	2847.65	3824.47	4394.34	4175.50	3015.39	4338.98	3883.25	3416.95	4180.62	4887.64	1089.08	3161.34
K00855	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
K00856	4.0	1.0	2.0	5.0	0.0	2.5	0.0	1.0	1.0	0.0	7.0	8.0
K00857	2365.77	1439.80	2758.16	1432.73	1414.77	 738.11	1507.33	1808.37	1487.25	1339.82	2295.50	2327.46
K00858	3212.72	4413.57	3987.00	4113.77	3105.52	4131.19	3779.33	4573.96	3886.32	4196.65	2631.33	3104.80
K00859	3229.72	4194.57	3965.00	3998.77	2942.52	4127.89	3696.33	4484.76	3873.32	4135.65	2626.33	3107.13
K00860	 198.76	 340.18	 170.43	 569.13	 264.47	  12.14	 202.00	 495.18	 316.96	1045.75	  17.08	 291.42
K00862	0	0	0	0	0	4	0	0	0	0	1	0
K00863	137.91	 19.33	110.00	  3.00	 45.50	 30.08	  8.50	106.00	 21.50	 17.00	 12.80	 23.00
K00864	3469.33	3843.60	4010.78	3868.20	3010.97	4259.47	3292.58	4439.84	3719.95	4270.33	2748.75	3013.00
K00865	2778.86	3212.25	2492.94	2769.10	2287.91	3230.16	2969.33	4009.54	3685.63	2725.48	2430.33	2287.30
K00867	 78.27	 90.33	178.66	  4.40	 30.69	102.99	  0.33	 20.57	247.67	  5.07	 18.75	 12.13
K00868	3167.83	3571.84	3832.16	3555.09	2837.21	4078.01	3592.00	2725.43	3970.16	3894.05	2584.08	3005.52
K00869	 73.13	 87.16	137.23	  2.40	 29.80	 90.77	  0.33	 18.90	212.46	  3.07	 17.67	 11.13
K00870	0.00	0.00	0.00	0.00	0.00	0.75	0.00	0.00	0.00	0.00	0.00	1.00
K00872	2202.27	1851.73	2498.66	1142.40	1183.94	 931.16	1573.50	2869.15	1404.24	 418.07	2320.83	2272.80
K00873	5151.11	4886.07	4632.76	4119.77	3149.91	4523.00	4034.16	5459.29	4586.54	4260.65	3982.08	3199.63
K00874	1949.92	2856.42	3699.11	3587.70	2814.89	3656.70	2857.33	5913.52	4854.96	5541.91	4091.38	1716.75
K00876	4683.47	4898.04	5480.33	5308.27	3675.85	3642.39	4218.75	3972.93	4175.24	5685.90	2870.08	3873.63
K00878	2799.29	3499.06	2133.77	3122.16	2334.39	2909.30	3078.67	2373.66	3302.78	2564.83	2491.16	2305.67
K00879	186.47	287.00	255.44	101.99	159.89	123.72	149.33	599.33	446.21	242.33	147.28	 40.00
K00880	 8.14	25.67	39.43	 3.00	23.89	34.14	 5.00	14.00	39.21	14.00	13.28	 2.00
K00881	2	2	0	3	0	0	1	3	0	0	1	0
K00882	2880.60	3554.16	3854.00	2974.06	2754.69	4075.49	3459.33	3882.73	3656.42	2865.40	2573.00	2707.63
K00883	 0.14	24.00	 4.43	 0.00	 7.89	 9.14	 1.00	11.00	32.21	 7.00	 0.28	 2.00
K00884	 1.14	 5.67	 6.43	 0.00	 0.89	 4.39	 0.00	 0.00	30.21	 0.00	 1.08	 0.00
